"","Activity","Subject","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()"
"11","LAYING",11,11,1,11,1,0.280592970877193,-0.0176598052315789,0.0186737282333333,-0.20833027533386,-0.0324846536807018,-0.299803529087719,-0.134832031403509,0.943017941403509,0.399394481894737,-0.365905131894737,-0.122153674824561,-0.0111856699403509,0.0766645337017544,0.0122193853629825,0.251867228210526,-0.0714420888333333,0.208238004350877,-0.31107749907193,-0.0191743840136842,-0.041559989822807,0.073447506754386,0.28336460465193,0.227663495384211,0.26879210445614,-0.102297501877193,-0.0412391429298246,0.0737598948982456,0.0650469523175439,0.219280666647368,-0.180406217894737,0.219280666647368,-0.180406217894737,0.230594901317544,-0.193683154203509,0.0649740867368421,-0.159206658578947,0.415165730982456,-0.318900671947368,0.0449439993350877,-0.241264003631579,-0.983801365614035,-0.971403935438596,-0.999272979824561,-0.999048396666667,-0.998248059122807,-0.999488705263158,-0.984884874385965,-0.973882496666667,-0.999277556491228,-0.998836894561404,-0.999098823684211,-0.999491618947368,-0.97618747122807,-0.982640271929825,-0.999304636491228,-0.99760142754386,-0.748336357526316,0.336010660578947,-0.900306321754386,0.29574789545614,-0.885739990807018,0.0406004062738596
"12","LAYING",12,12,1,12,1,0.260113433,-0.0175203917146667,-0.120907502335,0.047384682575,-0.413148777335,-0.292380102033333,-0.3785920653,0.8033788345,0.370608232816667,-0.0854899025066667,-0.469480464183333,-0.0728975664,0.0854295393833333,0.00774408308,0.220764905003,-0.076177058,-0.112625133355,-0.181942083985,-0.0146546807316667,-0.0835537350333333,0.157103877866667,-0.249320943298333,0.31535711045,-0.275367371036667,-0.0990402297166667,-0.0410675310833333,0.0386964460666667,0.058082342509,0.0392784949766667,-0.0306114078716667,0.0392784949766667,-0.0306114078716667,0.194326085063333,-0.12265895947,0.105183218563333,-0.183374829863333,0.337435013294817,-0.326110457916667,-0.112565406381667,0.0724989101483333,-0.956248487666667,-0.951265971,-0.998777589833333,-0.996715782166667,-0.9952354985,-0.998909778166667,-0.968742758833333,-0.963223332,-0.999045286,-0.997874627166667,-0.998375039166667,-0.999111768666667,-0.9566538865,-0.95256172,-0.999001646833333,-0.997398631833333,-0.943678160833333,0.0818083852738333,-0.927513227833333,0.15706511695,-0.931623932166667,0.00220615496116666
"13","LAYING",13,13,1,13,1,0.276716360483871,-0.020440454366129,-0.216599119096774,0.283545162198387,-0.405302422056452,-0.480001774725806,-0.156852206467742,0.656400944354839,0.366860990627419,0.122344739746774,-0.377332396983871,-0.6641930475,0.0767774832096774,0.0183441894580645,0.174073607580645,-0.0462761976548387,-0.0344244291935484,-0.0119348255645161,-0.00973609968045161,-0.0966250701451613,-0.0334739439193548,-0.221428551403226,-0.121891249,0.302473012275806,-0.101835573822581,-0.0417744000370968,0.106425530085484,-0.18474928495,0.114259027564516,-0.0972179902870968,0.114259027564516,-0.0972179902870968,0.310940493532258,-0.22835548345,0.186436840949355,-0.181548683837097,0.442155984067742,-0.601471181067742,-0.0204759331,0.310688208879032,-0.974716920483871,-0.965843757258064,-0.999113710645161,-0.997511396935484,-0.995750015322581,-0.999337511935484,-0.985199684354839,-0.980375137419355,-0.999501781935484,-0.99929805,-0.999386263709677,-0.999578386129032,-0.96946349,-0.968689729193548,-0.999361011935484,-0.997566591774194,-0.856507229048387,0.0815111222612903,-0.920634922258065,0.300750657951613,-0.984284533064516,0.050207734033871
"14","LAYING",14,14,1,14,1,0.233275439803922,-0.0113424652490196,-0.193411242217843,0.186081019458824,-0.586738358784314,-0.373562179137255,-0.145483631627451,0.48539692745098,0.499742064509804,0.183625268627451,-0.736670628470588,-0.458429921784314,0.098140384845098,-0.00831507059607843,0.244657725705882,-0.0166976826607843,0.0210471976666667,-0.0703749243019608,0.00505221181607843,-0.153423807745098,0.0840978991254902,-0.649195083227451,0.286592908582353,-0.409243639313725,-0.105446637019608,-0.0372677398193922,0.250456748645098,-0.275180001833333,-0.1799427545,0.0733825270078431,-0.1799427545,0.0733825270078431,0.155547045098039,-0.0738751755568628,-0.257704320345098,0.128774424490196,0.268562965019608,-0.150275903615686,0.00839200949019608,-0.274018278470588,-0.933936178235294,-0.930366906078431,-0.995158590392157,-0.982152793529412,-0.966402915490196,-0.99751025372549,-0.972010709215686,-0.969342124313725,-0.999126423921569,-0.997609275098039,-0.998162914117647,-0.999383037254902,-0.949959040588235,-0.938087898235294,-0.998421663333333,-0.994653209215686,-0.912102771764706,-0.131771172645098,-0.928415810784314,0.175722996629412,-0.955756662156863,-0.190837039343137
"15","LAYING",15,15,1,15,1,0.2894756525,-0.0166296542054167,-0.0596951172291667,-0.222447854805556,-0.0733165532916667,-0.143159537972222,-0.1719930545,0.899242553055556,0.523883141005556,-0.133301277861111,-0.0092269481388889,0.0648319663027778,0.0767515438611111,0.0123984271386111,0.232462204418056,-0.129367994895833,0.173703592808333,-0.248377124798611,-0.0168300887791667,-0.0619700871944444,0.108009112143056,-0.201337558161111,0.0703725504402778,-0.020358080875,-0.102266714236111,-0.0415878968152778,0.0795922263458333,-0.225706183943056,0.084497595275,-0.0874416681416667,0.084497595275,-0.0874416681416667,0.220795652895833,-0.141810166369028,-0.146789019402778,0.0154129508472222,0.316520716547222,-0.249099641704167,0.0285198165761806,-0.199143807430556,-0.974016176527778,-0.962461124305556,-0.998875252638889,-0.997240661388889,-0.988997559305556,-0.999218226527778,-0.981329999027778,-0.970833221666667,-0.999216746388889,-0.998945267916667,-0.998840493888889,-0.999432504444444,-0.955413596111111,-0.964310893611111,-0.999589104166667,-0.99870777875,-0.87452107225,0.127358410820833,-0.878747795444444,0.273485129381944,-0.946581196805556,-0.196344267730556
"16","LAYING",16,16,1,16,1,0.274227162571429,-0.0166103510562857,-0.170555158408571,-0.145596992434286,-0.437956727371429,-0.150354015701429,-0.206783742242857,-0.0199270225714286,0.392150066478571,-0.167743439824286,-0.679026527042857,-0.0154005228857143,0.0783960268571429,0.0132805054325714,0.205137778421429,0.0477824959974286,0.129858551825714,-0.103662031032286,-0.0161545406857143,-0.113675060885714,0.0924029789285714,0.0811388160857143,-0.203564522142857,0.150056287071429,-0.1022095722,-0.0347735325871429,0.19169062794,0.387476772632857,-0.0666837853357143,-0.0174515115585714,-0.0666837853357143,-0.0174515115585714,0.257149586485714,-0.170577270787143,-0.05942656926,-0.0597088583571429,0.289476056471429,-0.341314750357143,0.0782931295328571,-0.0462085777374286,-0.980213187428571,-0.963635575142857,-0.999335344428571,-0.998075978142857,-0.997133929714286,-0.999564036285714,-0.988580046285714,-0.984752927142857,-0.999666906285714,-0.999322672,-0.999638569428571,-0.999744742285714,-0.975892407428571,-0.976092920571429,-0.99988247,-0.999659983142857,-0.937931033,-0.121302340485714,-0.843537415314286,0.353266127962857,-0.947985348428571,-0.124998552485714
"17","LAYING",17,17,1,17,1,0.269780085577465,-0.0168462006729577,-0.232101110244225,0.222332640746479,-0.30399038748169,-0.632349133169014,-0.19913309,0.658792072253521,0.399077646605634,0.369538009352113,-0.482100998704225,-0.930501588169014,0.077908974656338,0.00706867100408451,0.265483887485916,0.0518735579253521,0.182975489366197,-0.0343318335366197,-0.0234756467113239,-0.0944580192535211,-0.17946052831338,-0.431225070443662,-0.395414988,0.202077137485141,-0.102049763957746,-0.0361961143943662,0.190081890443662,0.107404632921127,-0.0274115476028169,-0.000732537426760562,-0.0274115476028169,-0.000732537426760562,0.29270972478169,-0.227273909209859,0.101674851443662,-0.132434300140845,0.510698749,-0.461932662816901,-0.13268929263662,0.0793185139070423,-0.974359280140845,-0.954648102253521,-0.99942424971831,-0.998521559295775,-0.996478906619718,-0.99958338971831,-0.98147206915493,-0.977212387746479,-0.999497477323944,-0.998878983239437,-0.999177777746479,-0.999621059014084,-0.971949211126761,-0.973669098591549,-0.999670603098592,-0.999120135211268,-0.960174841971831,-0.0494678208816901,-0.845741113380282,0.374273668633803,-0.955940772957746,-0.0465567390414085
"18","LAYING",18,18,1,18,1,0.274691576923077,-0.0173937684615385,-0.16321214002,-0.0485869772138462,-0.311437012647385,-0.17929773658,-0.220600509076923,0.719755403692308,0.258672092239538,0.196501708061538,-0.464768364015385,-0.530808832969231,0.0749985010769231,0.0117018961415385,0.297974905169231,-0.318802128571077,0.0807500612153846,0.0370569439953846,-0.02517618068,-0.0837587308153846,-0.0407165609215385,-0.503127308630769,0.239287101029077,-0.251927062707692,-0.0997154236307692,-0.0393440191846154,0.244070502527692,-0.00864078599876923,0.249936760632308,-0.203673941003077,0.249936760632308,-0.203673941003077,0.261142027615385,-0.178138342397077,0.193872525753846,-0.2424612934,0.49538657,-0.365974734368462,-0.0817475951630769,-0.104036176726154,-0.985179972153846,-0.984909884615385,-0.999772337384615,-0.999684923846154,-0.999694718,-0.999831662153846,-0.986404709384615,-0.985865325230769,-0.999733273538462,-0.999508296615385,-0.999757353692308,-0.999818692153846,-0.992436927692308,-0.985611171384615,-0.999857131230769,-0.999555101384615,-0.723076922307692,0.339472649138462,-0.766544566769231,0.393635924092308,-0.914792899538462,0.159375426572308
"19","LAYING",19,19,1,19,1,0.272653733493976,-0.0171426864421687,-0.0304588304771084,0.142633539197084,0.0473214902373494,-0.110454013101205,-0.680043155060241,0.725646622771084,0.29593508910241,0.434363690228916,0.17800230560241,-0.242773150715663,0.0772317998650602,0.011149573306747,0.271378884398795,-0.270169853266265,0.074482508639759,-0.000575647156626505,-0.0312072730559566,-0.0952628014096386,0.00279765525421687,-0.203561400142651,0.17350567393012,-0.34636548660241,-0.0956018266746988,-0.0371476597051807,0.0241190047928916,-0.00537890730120482,0.152995111559518,-0.135798558308434,0.152995111559518,-0.135798558308434,0.216269984155422,-0.200207016031325,0.224345765744578,-0.292934359593976,0.378620018016867,-0.393920711192771,-0.123189837542169,0.143864040455422,-0.97453373,-0.972798824096386,-0.999662855060241,-0.999681430481928,-0.999536905662651,-0.999742236746988,-0.983478561807229,-0.974878270963855,-0.999635014819277,-0.999469148674699,-0.999710765903615,-0.999738419518072,-0.974196217590361,-0.972061003493976,-0.999659191325301,-0.999052777590361,-0.806398005180723,0.168481196584337,-0.878370625915663,0.211317149549398,-0.912882298554217,0.0778651216506024
"20","LAYING",20,20,1,20,1,0.239507882205882,-0.0144406281132353,-0.136113086535294,-0.116602446,-0.244924043191176,-0.184965085867647,-0.472431415573529,0.864882956617647,0.329689049582353,-0.147590235485294,-0.255983130661765,-0.441664645282206,0.0892716006470588,0.00110822495382353,0.250027738269118,-0.129456007932353,0.0191878240191176,-0.0500925630435147,-0.0231760616308824,-0.0954899626029412,0.0600359942058824,-0.360469968770588,0.100530157514706,-0.229641189691176,-0.0995033069117647,-0.038776298,0.104118085158676,-0.231516299774706,0.165567116163235,-0.153686058657353,0.165567116163235,-0.153686058657353,0.22992356115,-0.167161796352941,0.0919213569397059,-0.181919663676471,0.493680292852941,-0.356081373205882,-0.135163357502941,-0.0601240722691176,-0.965728781617647,-0.965595958382353,-0.999369210147059,-0.998870829117647,-0.998091979264706,-0.9995624925,-0.983889985147059,-0.9772207075,-0.999508222352941,-0.998794373382353,-0.999432631323529,-0.999652795588235,-0.982619403529412,-0.973120029558823,-0.999717965735294,-0.999167305588235,-0.865111561617647,0.187758018548529,-0.891223156029412,0.262706879425,-0.952488688382353,0.0116918216382353
"21","LAYING",21,21,1,21,1,0.271325472455556,-0.0184233048415556,-0.206030494108889,0.541675225604444,-0.766131890777778,-0.559160058953333,-0.174349174822222,0.599992678,0.425808326264444,0.801385919555556,-0.937824284377778,-0.867531000444444,0.0820150201077778,0.0119943671007778,0.180955706994444,-0.0615220165122222,-0.0243212001122222,-0.0334039580444444,-0.0305126188777778,-0.113800486377778,0.0532303047611111,-0.697222252111111,-0.2238248236,0.200791825655556,-0.0964118375066667,-0.0346275066055556,0.197334685883778,-0.148579887566667,-0.0488490551944444,-0.0137467925682222,-0.0488490551944444,-0.0137467925682222,0.204669360375556,-0.16078472321,-0.0995685157844445,-0.00131658991222222,0.364128418241111,-0.281781191444444,-0.0183648389077778,-0.153046140998889,-0.968234375555556,-0.960069247,-0.998420223333333,-0.995134073777778,-0.992479657444444,-0.999069622666667,-0.984188841222222,-0.972039417111111,-0.999451557333333,-0.999053273888889,-0.999105886333333,-0.999635499555556,-0.973410473,-0.964968005222222,-0.999746774777778,-0.999449057888889,-0.927969347122222,-0.101802808811111,-0.840564374022222,0.299647660524444,-0.960113960888889,-0.20657270175
